SI,DateAndTime,SolarPower,DayGenneration,TotalGenneration,CUF,,
3575,07-01-2024 16:55,11.9,242.4,9918.8,12.63,,
3576,07-01-2024 17:00,10.22,243.3,9919.7,12.67,,
3577,07-01-2024 17:05,8.35,244,9920.4,12.71,,
3578,07-01-2024 17:10,6.93,244.8,9921.2,12.75,,
3579,07-01-2024 17:15,6.45,245.3,9921.7,12.78,,
3580,07-01-2024 17:20,5.92,245.9,9922.3,12.81,,
3581,07-01-2024 17:25,4.57,246.3,9922.7,12.83,,
3582,07-01-2024 17:30,3.84,246.6,9923,12.84,,
3583,07-01-2024 17:35,2.8,246.9,9923.3,12.86,,
3584,07-01-2024 17:40,1.61,247.1,9923.5,12.87,,
3585,07-01-2024 17:45,0.87,247.2,9923.6,12.88,,
3586,07-01-2024 17:50,0.69,247.2,9923.6,12.88,,
3587,07-01-2024 17:55,0.81,247.3,9923.7,12.88,,
3588,07-01-2024 18:00,0.5,247.3,9923.7,12.88,,
3589,07-01-2024 18:05,0.2,247.3,9923.7,12.88,,
3590,07-01-2024 18:10,0.1,247.3,9923.7,12.88,,
3591,07-01-2024 18:15,0.02,247.3,9923.7,12.88,,
3592,07-01-2024 18:20,0.01,247.4,9923.8,12.89,,
3593,07-01-2024 18:25,0.01,247.4,9923.8,12.89,,
3594,07-01-2024 18:30,0,247.4,9923.8,12.89,,
3595,07-01-2024 18:35,0,247.4,9923.8,12.89,,
3596,07-01-2024 18:40,0,247.4,9923.8,12.89,,
3597,07-01-2024 18:45,0,247.4,9923.8,12.89,,
3598,07-01-2024 18:50,0,247.4,9923.8,12.89,,
3599,07-01-2024 18:55,0,247.4,9923.8,12.89,,
3600,08-01-2024 06:00,0,0,9923.8,0,,
3601,08-01-2024 06:05,0,0,9923.8,0,,
3602,08-01-2024 06:10,0,0,9923.8,0,,
3603,08-01-2024 06:15,0,0,9923.8,0,,
3604,08-01-2024 06:20,0,0,9923.8,0,,
3605,08-01-2024 06:25,0,0,9923.8,0,,
3606,08-01-2024 06:30,0,0,9923.8,0,,
3607,08-01-2024 06:35,0,0,9923.8,0,,
3608,08-01-2024 06:40,0,0,9923.8,0,,
3609,08-01-2024 06:45,0,0,9923.8,0,,
3610,08-01-2024 06:50,0,0,9923.8,0,,
3611,08-01-2024 06:55,0,0,9923.8,0,,
3612,08-01-2024 07:00,0,0,9923.8,0,,
3613,08-01-2024 07:05,0,0,9923.8,0,,
3614,08-01-2024 07:10,0.12,0,9923.8,0,,
3615,08-01-2024 07:15,0.32,0,9923.8,0,,
3616,08-01-2024 07:20,0.65,0,9923.8,0,,
3617,08-01-2024 07:25,0.94,0,9923.8,0,,
3618,08-01-2024 07:30,1.36,0.1,9923.9,0.01,,
3619,08-01-2024 07:35,1.72,0.2,9924,0.01,,
3620,08-01-2024 07:40,2.18,0.4,9924.2,0.02,,
3621,08-01-2024 07:45,2.68,0.6,9924.4,0.03,,
3622,08-01-2024 07:50,3.16,0.8,9924.6,0.04,,
3623,08-01-2024 07:55,3.72,1,9924.8,0.05,,
3624,08-01-2024 08:00,4.37,1.4,9925.2,0.07,,
3625,08-01-2024 08:05,3.7,1.8,9925.6,0.09,,
3626,08-01-2024 08:10,5.83,2.1,9925.9,0.11,,
3627,08-01-2024 08:15,6.52,2.7,9926.5,0.14,,
3628,08-01-2024 08:20,7.32,3.3,9927.1,0.17,,
3629,08-01-2024 08:25,8.06,4,9927.8,0.21,,
3630,08-01-2024 08:30,8.8,4.6,9928.4,0.24,,
3631,08-01-2024 08:35,9.67,5.4,9929.2,0.28,,
3632,08-01-2024 08:40,10.3,6.3,9930.1,0.33,,
3633,08-01-2024 08:45,11.29,7,9930.8,0.36,,
3634,08-01-2024 08:50,12.31,8,9931.8,0.42,,
3635,08-01-2024 08:55,13.59,9.1,9932.9,0.47,,
3636,08-01-2024 09:00,14.42,10.3,9934.1,0.54,,
3637,08-01-2024 09:05,15.37,11.5,9935.3,0.6,,
3638,08-01-2024 09:10,16.3,12.8,9936.6,0.67,,
3639,08-01-2024 09:15,17.15,14.4,9938.2,0.75,,
3640,08-01-2024 09:20,18.58,15.8,9939.6,0.82,,
3641,08-01-2024 09:25,19.18,17.5,9941.3,0.91,,
3642,08-01-2024 09:30,20.21,19,9942.8,0.99,,
3643,08-01-2024 09:35,21.51,20.8,9944.6,1.08,,
3644,08-01-2024 09:40,22.3,22.6,9946.4,1.18,,
3645,08-01-2024 09:45,24.05,24.6,9948.4,1.28,,
3646,08-01-2024 09:50,24.92,26.7,9950.5,1.39,,
3647,08-01-2024 09:55,26.27,28.7,9952.5,1.49,,
3648,08-01-2024 10:00,26.63,31.1,9954.9,1.62,,
3649,08-01-2024 10:05,28.08,33.5,9957.3,1.74,,
3650,08-01-2024 10:10,29.52,35.8,9959.6,1.86,,
3651,08-01-2024 10:15,30.12,38.3,9962.1,1.99,,
3652,08-01-2024 10:20,30.84,40.8,9964.6,2.13,,
3653,08-01-2024 10:25,30.74,43.4,9967.2,2.26,,
3654,08-01-2024 10:30,31.74,46.1,9969.9,2.4,,
3655,08-01-2024 10:35,32.55,48.6,9972.4,2.53,,
3656,08-01-2024 10:40,35.76,51.6,9975.4,2.69,,
3657,08-01-2024 10:45,36.44,54.6,9978.4,2.84,,
3658,08-01-2024 10:50,36.78,57.6,9981.4,3,,
3659,08-01-2024 10:55,35.92,60.7,9984.5,3.16,,
3660,08-01-2024 11:00,37.21,64,9987.8,3.33,,
3661,08-01-2024 11:05,35.77,67,9990.8,3.49,,
3662,08-01-2024 11:10,37.9,70.1,9993.9,3.65,,
3663,08-01-2024 11:15,40.3,73.4,9997.2,3.82,,
3664,08-01-2024 11:20,39.87,76.9,10000.7,4.01,,
3665,08-01-2024 11:25,41.13,80.2,10004,4.18,,
3666,08-01-2024 11:30,40.09,83.5,10007.3,4.35,,
3667,08-01-2024 11:35,41.35,87,10010.8,4.53,,
3668,08-01-2024 11:40,42.16,90.4,10014.2,4.71,,
3669,08-01-2024 11:45,42.41,94.1,10017.9,4.9,,
3670,08-01-2024 11:50,41.55,97.8,10021.6,5.09,,
3671,08-01-2024 11:55,43.69,101.3,10025.1,5.28,,
3672,08-01-2024 12:00,44.58,105.1,10028.9,5.47,,
3673,08-01-2024 12:05,44.2,108.8,10032.6,5.67,,
3674,08-01-2024 12:10,44.16,112.6,10036.4,5.86,,
3675,08-01-2024 12:15,44.8,116.2,10040,6.05,,
3676,08-01-2024 12:20,44.98,120,10043.8,6.25,,
3677,08-01-2024 12:25,44.2,123.8,10047.6,6.45,,
3678,08-01-2024 12:30,44.8,127.5,10051.3,6.64,,
3679,08-01-2024 12:35,45.76,131.2,10055,6.83,,
3680,08-01-2024 12:40,46.54,135,10058.8,7.03,,
3681,08-01-2024 12:45,46.38,139,10062.8,7.24,,
3682,08-01-2024 12:50,45.37,143,10066.8,7.45,,
3683,08-01-2024 12:55,45.81,146.8,10070.6,7.65,,
3684,08-01-2024 13:00,46.57,150.7,10074.5,7.85,,
3685,08-01-2024 13:05,45.05,154.6,10078.4,8.05,,
3686,08-01-2024 13:10,33.6,158.3,10082.1,8.24,,
3687,08-01-2024 13:15,37.37,160.5,10084.3,8.36,,
3688,08-01-2024 13:20,37.62,163.3,10087.1,8.51,,
3689,08-01-2024 13:25,16.69,165.2,10089,8.6,,
3690,08-01-2024 13:30,37.57,167,10090.8,8.7,,
3691,08-01-2024 13:35,33.06,170.4,10094.2,8.88,,
3692,08-01-2024 13:40,25.87,173.3,10097.1,9.03,,
3693,08-01-2024 13:45,19.41,174.9,10098.7,9.11,,
3694,08-01-2024 13:50,22.39,176.7,10100.5,9.2,,
3695,08-01-2024 13:55,16.07,178.6,10102.4,9.3,,
3696,08-01-2024 14:00,16.82,179.9,10103.7,9.37,,
3697,08-01-2024 14:05,18.69,181.6,10105.4,9.46,,
3698,08-01-2024 14:10,22.24,183.9,10107.7,9.58,,
3699,08-01-2024 14:15,18.66,185.4,10109.2,9.66,,
3700,08-01-2024 14:20,21.38,187.2,10111,9.75,,
3701,08-01-2024 14:25,43.38,189.5,10113.3,9.87,,
3702,08-01-2024 14:30,39.77,193.1,10116.9,10.06,,
3703,08-01-2024 14:35,30.6,196.2,10120,10.22,,
3704,08-01-2024 14:40,46.61,199.8,10123.6,10.41,,
3705,08-01-2024 14:45,43.16,203.5,10127.3,10.6,,
3706,08-01-2024 14:50,38.47,207.1,10130.9,10.79,,
3707,08-01-2024 14:55,33.94,210,10133.8,10.94,,
3708,08-01-2024 15:00,33.18,212.8,10136.6,11.08,,
3709,08-01-2024 15:05,33.75,215.6,10139.4,11.23,,
3710,08-01-2024 15:10,32.18,218.5,10142.3,11.38,,
3711,08-01-2024 15:15,29.73,221.1,10144.9,11.52,,
3712,08-01-2024 15:20,27.93,223.5,10147.3,11.64,,
3713,08-01-2024 15:25,27.25,225.8,10149.6,11.76,,
3714,08-01-2024 15:30,27.21,228,10151.8,11.88,,
3715,08-01-2024 15:35,25.89,230.3,10154.1,11.99,,
3716,08-01-2024 15:40,25.58,232.5,10156.3,12.11,,
3717,08-01-2024 15:45,24.92,234.6,10158.4,12.22,,
3718,08-01-2024 15:50,20.47,236.6,10160.4,12.32,,
3719,08-01-2024 15:55,20.38,238.3,10162.1,12.41,,
3720,08-01-2024 16:00,20.21,239.9,10163.7,12.49,,
3721,08-01-2024 16:05,7.88,240.9,10164.7,12.55,,
3722,08-01-2024 16:10,17.25,241.9,10165.7,12.6,,
3723,08-01-2024 16:15,16.92,243.3,10167.1,12.67,,
3724,08-01-2024 16:20,15.83,244.7,10168.5,12.74,,
3725,08-01-2024 16:25,14.18,245.9,10169.7,12.81,,
3726,08-01-2024 16:30,13.05,247.2,10171,12.88,,
3727,08-01-2024 16:35,9.53,248.1,10171.9,12.92,,
3728,08-01-2024 16:40,11.12,248.9,10172.7,12.96,,
3729,08-01-2024 16:45,7.26,249.8,10173.6,13.01,,
3730,08-01-2024 16:50,5.82,250.3,10174.1,13.04,,
3731,08-01-2024 16:55,5.14,251,10174.8,13.07,,
3732,08-01-2024 17:00,5.05,251.4,10175.2,13.09,,
3733,08-01-2024 17:05,4.73,251.9,10175.7,13.12,,
3734,08-01-2024 17:10,4.08,252.2,10176,13.14,,
3735,08-01-2024 17:15,2.57,252.4,10176.2,13.15,,
3736,08-01-2024 17:20,1.91,252.8,10176.6,13.17,,
3737,08-01-2024 17:25,1.85,252.9,10176.7,13.17,,
3738,08-01-2024 17:30,2.14,253,10176.8,13.18,,
3739,08-01-2024 17:35,2.29,253.2,10177,13.19,,
3740,08-01-2024 17:40,1.45,253.3,10177.1,13.19,,
3741,08-01-2024 17:45,1.12,253.4,10177.2,13.2,,
3742,08-01-2024 17:50,0.77,253.6,10177.4,13.21,,
3743,08-01-2024 17:55,0.49,253.7,10177.5,13.21,,
3744,08-01-2024 18:00,0.35,253.7,10177.5,13.21,,
3745,08-01-2024 18:05,0.21,253.7,10177.5,13.21,,
3746,08-01-2024 18:10,0.11,253.7,10177.5,13.21,,
3747,08-01-2024 18:15,0.02,253.7,10177.5,13.21,,
3748,08-01-2024 18:20,0.02,253.7,10177.5,13.21,,
3749,08-01-2024 18:25,0.02,253.7,10177.5,13.21,,
3750,08-01-2024 18:30,0.02,253.7,10177.5,13.21,,
3751,08-01-2024 18:35,0.02,253.7,10177.5,13.21,,
3752,08-01-2024 18:40,0,253.7,10177.5,13.21,,
3753,08-01-2024 18:45,0,253.7,10177.5,13.21,,
3754,08-01-2024 18:50,0,253.7,10177.5,13.21,,
3755,08-01-2024 18:55,0,253.7,10177.5,13.21,,
3756,09-01-2024 06:00,0,0,10177.5,0,,
3757,09-01-2024 06:05,0,0,10177.5,0,,
3758,09-01-2024 06:10,0,0,10177.5,0,,
3759,09-01-2024 06:15,0,0,10177.5,0,,
3760,09-01-2024 06:20,0,0,10177.5,0,,
3761,09-01-2024 06:25,0,0,10177.5,0,,
3762,09-01-2024 06:30,0,0,10177.5,0,,
3763,09-01-2024 06:35,0,0,10177.5,0,,
3764,09-01-2024 06:40,0,0,10177.5,0,,
3765,09-01-2024 06:45,0,0,10177.5,0,,
3766,09-01-2024 06:50,0,0,10177.5,0,,
3767,09-01-2024 06:55,0,0,10177.5,0,,
3768,09-01-2024 07:00,0,0,10177.5,0,,
3769,09-01-2024 07:05,0,0,10177.5,0,,
3770,09-01-2024 07:10,0,0,10177.5,0,,
3771,09-01-2024 07:15,0,0,10177.5,0,,
3772,09-01-2024 07:20,0,0,10177.5,0,,
3773,09-01-2024 07:25,0.08,0,10177.5,0,,
3774,09-01-2024 07:30,0.12,0,10177.5,0,,
3775,09-01-2024 07:35,0.17,0,10177.5,0,,
3776,09-01-2024 07:40,0.33,0,10177.5,0,,
3777,09-01-2024 07:45,0.36,0,10177.5,0,,
3778,09-01-2024 07:50,0.66,0,10177.5,0,,
3779,09-01-2024 07:55,0.93,0.1,10177.6,0.01,,
3780,09-01-2024 08:00,1,0.1,10177.6,0.01,,
3781,09-01-2024 08:05,1.56,0.2,10177.7,0.01,,
3782,09-01-2024 08:10,2.57,0.4,10177.9,0.02,,
3783,09-01-2024 08:15,2.95,0.6,10178.1,0.03,,
3784,09-01-2024 08:20,3.74,0.9,10178.4,0.05,,
3785,09-01-2024 08:25,3.7,1.3,10178.8,0.07,,
3786,09-01-2024 08:30,3.47,1.6,10179.1,0.08,,
3787,09-01-2024 08:35,2.65,1.7,10179.2,0.09,,
3788,09-01-2024 08:40,2.63,2,10179.5,0.1,,
3789,09-01-2024 08:45,2.82,2.2,10179.7,0.11,,
3790,09-01-2024 08:50,3.73,2.5,10180,0.13,,
3791,09-01-2024 08:55,4.17,2.8,10180.3,0.15,,
3792,09-01-2024 09:00,4.35,3.1,10180.6,0.16,,
3793,09-01-2024 09:05,3.76,3.6,10181.1,0.19,,
3794,09-01-2024 09:10,3.56,3.8,10181.3,0.2,,
3795,09-01-2024 09:15,4.37,4.1,10181.6,0.21,,
3796,09-01-2024 09:20,6.16,4.5,10182,0.23,,
3797,09-01-2024 09:25,8.79,5.2,10182.7,0.27,,
3798,09-01-2024 09:30,8.33,5.9,10183.4,0.31,,
3799,09-01-2024 09:35,12.26,6.8,10184.3,0.35,,
3800,09-01-2024 09:40,12.12,7.8,10185.3,0.41,,
3801,09-01-2024 09:45,10.76,8.9,10186.4,0.46,,
3802,09-01-2024 09:50,10.35,10,10187.5,0.52,,
3803,09-01-2024 09:55,11.33,10.8,10188.3,0.56,,
3804,09-01-2024 10:00,11.63,11.8,10189.3,0.61,,
3805,09-01-2024 10:05,13.2,12.8,10190.3,0.67,,
3806,09-01-2024 10:10,18.57,14.1,10191.6,0.73,,
3807,09-01-2024 10:15,20.28,15.8,10193.3,0.82,,
3808,09-01-2024 10:20,24.43,17.4,10194.9,0.91,,
3809,09-01-2024 10:25,29.39,19.8,10197.3,1.03,,
3810,09-01-2024 10:30,23.64,22.4,10199.9,1.17,,
3811,09-01-2024 10:35,20.7,24.3,10201.8,1.27,,
3812,09-01-2024 10:40,18.41,25.9,10203.4,1.35,,
3813,09-01-2024 10:45,18.51,27.6,10205.1,1.44,,
3814,09-01-2024 10:50,15.73,28.8,10206.3,1.5,,
3815,09-01-2024 10:55,17.2,30.3,10207.8,1.58,,
3816,09-01-2024 11:00,17.14,31.6,10209.1,1.65,,
3817,09-01-2024 11:05,20.74,33.1,10210.6,1.72,,
3818,09-01-2024 11:10,18.55,34.9,10212.4,1.82,,
3819,09-01-2024 11:15,16.32,36.2,10213.7,1.89,,
3820,09-01-2024 11:20,14.57,37.7,10215.2,1.96,,
3821,09-01-2024 11:25,15.72,38.9,10216.4,2.03,,
3822,09-01-2024 11:30,18.44,40.3,10217.8,2.1,,
3823,09-01-2024 11:35,20.03,42,10219.5,2.19,,
3824,09-01-2024 11:40,17.17,43.5,10221,2.27,,
3825,09-01-2024 11:45,16.45,44.9,10222.4,2.34,,
3826,09-01-2024 11:50,16.78,46.2,10223.7,2.41,,
3827,09-01-2024 11:55,19.1,47.7,10225.2,2.48,,
3828,09-01-2024 12:00,17.99,49.4,10226.9,2.57,,
3829,09-01-2024 12:05,18.19,50.9,10228.4,2.65,,
3830,09-01-2024 12:10,16.3,52.2,10229.7,2.72,,
3831,09-01-2024 12:15,16.72,53.8,10231.3,2.8,,
3832,09-01-2024 12:20,25.55,55.9,10233.4,2.91,,
3833,09-01-2024 12:25,20.88,57.8,10235.3,3.01,,
3834,09-01-2024 12:30,22.35,59.5,10237,3.1,,
3835,09-01-2024 12:35,22.25,61.4,10238.9,3.2,,
3836,09-01-2024 12:40,18.02,63,10240.5,3.28,,
3837,09-01-2024 12:45,15.73,64.6,10242.1,3.36,,
3838,09-01-2024 12:50,14.76,65.8,10243.3,3.43,,
3839,09-01-2024 12:55,10.84,66.9,10244.4,3.48,,
3840,09-01-2024 13:00,6.15,67.7,10245.2,3.53,,
3841,09-01-2024 13:05,3.77,68.1,10245.6,3.55,,
3842,09-01-2024 13:10,6.36,68.5,10246,3.57,,
3843,09-01-2024 13:15,4.38,69.1,10246.6,3.6,,
3844,09-01-2024 13:20,4.62,69.5,10247,3.62,,
3845,09-01-2024 13:25,7.08,70,10247.5,3.65,,
3846,09-01-2024 13:30,6.37,70.5,10248,3.67,,
3847,09-01-2024 13:35,9.72,71.5,10249,3.72,,
3848,09-01-2024 13:40,4.8,72,10249.5,3.75,,
3849,09-01-2024 13:45,4.04,72.4,10249.9,3.77,,
3850,09-01-2024 13:50,2.23,72.6,10250.1,3.78,,
3851,09-01-2024 13:55,3.03,72.9,10250.4,3.8,,
3852,09-01-2024 14:00,5.98,73.1,10250.6,3.81,,
3853,09-01-2024 14:05,4.78,73.6,10251.1,3.83,,
3854,09-01-2024 14:10,3.4,74,10251.5,3.85,,
3855,09-01-2024 14:15,3.97,74.3,10251.8,3.87,,
3856,09-01-2024 14:20,3.11,74.5,10252,3.88,,
3857,09-01-2024 14:25,3.18,74.9,10252.4,3.9,,
3858,09-01-2024 14:30,2.14,75,10252.5,3.91,,
3859,09-01-2024 14:35,2.85,75.3,10252.8,3.92,,
3860,09-01-2024 14:40,2.65,75.4,10252.9,3.93,,
3861,09-01-2024 14:45,5.14,75.8,10253.3,3.95,,
3862,09-01-2024 14:50,10.04,76.5,10254,3.98,,
3863,09-01-2024 14:55,10.5,77.3,10254.8,4.03,,
3864,09-01-2024 15:00,7.06,78.1,10255.6,4.07,,
3865,09-01-2024 15:05,4.85,78.5,10256,4.09,,
3866,09-01-2024 15:10,5.34,79,10256.5,4.11,,
3867,09-01-2024 15:15,8.55,79.5,10257,4.14,,
3868,09-01-2024 15:20,8.59,79.8,10257.3,4.16,,
3869,09-01-2024 15:25,16.03,80.8,10258.3,4.21,,
3870,09-01-2024 15:30,12.77,82,10259.5,4.27,,
3871,09-01-2024 15:35,12.41,83.2,10260.7,4.33,,
3872,09-01-2024 15:40,11.22,84.2,10261.7,4.39,,
3873,09-01-2024 15:45,8.72,85,10262.5,4.43,,
3874,09-01-2024 15:50,8.27,85.7,10263.2,4.46,,
3875,09-01-2024 15:55,10.84,86.6,10264.1,4.51,,
3876,09-01-2024 16:00,12.93,87.4,10264.9,4.55,,
3877,09-01-2024 16:05,8.01,88.3,10265.8,4.6,,
3878,09-01-2024 16:10,8.32,88.9,10266.4,4.63,,
3879,09-01-2024 16:15,9.64,89.5,10267,4.66,,
3880,09-01-2024 16:20,7.76,90.4,10267.9,4.71,,
3881,09-01-2024 16:25,11.26,91.1,10268.6,4.74,,
3882,09-01-2024 16:30,9.35,92,10269.5,4.79,,
3883,09-01-2024 16:35,9.01,92.7,10270.2,4.83,,
3884,09-01-2024 16:40,6.33,93.3,10270.8,4.86,,
3885,09-01-2024 16:45,11.6,94,10271.5,4.9,,
3886,09-01-2024 16:50,14.89,95.1,10272.6,4.95,,
3887,09-01-2024 16:55,13.52,96.2,10273.7,5.01,,
3888,09-01-2024 17:00,10.24,97.1,10274.6,5.06,,
3889,09-01-2024 17:05,11.71,98.1,10275.6,5.11,,
3890,09-01-2024 17:10,6.46,98.7,10276.2,5.14,,
3891,09-01-2024 17:15,5.23,99.2,10276.7,5.17,,
3892,09-01-2024 17:20,4.72,99.6,10277.1,5.19,,
3893,09-01-2024 17:25,3.04,99.9,10277.4,5.2,,
3894,09-01-2024 17:30,2.53,100.2,10277.7,5.22,,
3895,09-01-2024 17:35,1.75,100.5,10278,5.23,,
3896,09-01-2024 17:40,1.58,100.5,10278,5.23,,
3897,09-01-2024 17:45,1.53,100.7,10278.2,5.24,,
3898,09-01-2024 17:50,1,100.8,10278.3,5.25,,
3899,09-01-2024 17:55,0.83,100.8,10278.3,5.25,,
3900,09-01-2024 18:00,0.56,100.9,10278.4,5.26,,
3901,09-01-2024 18:05,0.25,100.9,10278.4,5.26,,
3902,09-01-2024 18:10,0.15,100.9,10278.4,5.26,,
3903,09-01-2024 18:15,0.02,100.9,10278.4,5.26,,
3904,09-01-2024 18:20,0.02,100.9,10278.4,5.26,,
3905,09-01-2024 18:25,0.02,100.9,10278.4,5.26,,
3906,09-01-2024 18:30,0.02,100.9,10278.4,5.26,,
3907,09-01-2024 18:35,0.02,100.9,10278.4,5.26,,
3908,09-01-2024 18:40,0,100.9,10278.4,5.26,,
3909,09-01-2024 18:45,0,100.9,10278.4,5.26,,
3910,09-01-2024 18:50,0,100.9,10278.4,5.26,,
3911,09-01-2024 18:55,0,100.9,10278.4,5.26,,
3912,10-01-2024 06:00,0,0,10278.4,0,,
3913,10-01-2024 06:05,0,0,10278.4,0,,
3914,10-01-2024 06:10,0,0,10278.4,0,,
3915,10-01-2024 06:15,0,0,10278.4,0,,
3916,10-01-2024 06:20,0,0,10278.4,0,,
3917,10-01-2024 06:25,0,0,10278.4,0,,
3918,10-01-2024 06:30,0,0,10278.4,0,,
3919,10-01-2024 06:35,0,0,10278.4,0,,
3920,10-01-2024 06:40,0,0,10278.4,0,,
3921,10-01-2024 06:45,0,0,10278.4,0,,
3922,10-01-2024 06:50,0,0,10278.4,0,,
3923,10-01-2024 06:55,0,0,10278.4,0,,
3924,10-01-2024 07:00,0,0,10278.4,0,,
3925,10-01-2024 07:05,0,0,10278.4,0,,
3926,10-01-2024 07:10,0,0,10278.4,0,,
3927,10-01-2024 07:15,0.17,0,10278.4,0,,
3928,10-01-2024 07:20,0.43,0,10278.4,0,,
3929,10-01-2024 07:25,0.42,0,10278.4,0,,
3930,10-01-2024 07:30,0.73,0,10278.4,0,,
3931,10-01-2024 07:35,1.15,0.1,10278.5,0.01,,
3932,10-01-2024 07:40,1.47,0.2,10278.6,0.01,,
3933,10-01-2024 07:45,1.7,0.3,10278.7,0.02,,
3934,10-01-2024 07:50,2.25,0.5,10278.9,0.03,,
3935,10-01-2024 07:55,3.78,0.7,10279.1,0.04,,
3936,10-01-2024 08:00,3.55,0.9,10279.3,0.05,,
3937,10-01-2024 08:05,4.74,1.4,10279.8,0.07,,
3938,10-01-2024 08:10,7,1.8,10280.2,0.09,,
3939,10-01-2024 08:15,5.44,2.3,10280.7,0.12,,
3940,10-01-2024 08:20,4.83,2.8,10281.2,0.15,,
3941,10-01-2024 08:25,7.43,3.3,10281.7,0.17,,
3942,10-01-2024 08:30,10.1,4,10282.4,0.21,,
3943,10-01-2024 08:35,10.38,4.7,10283.1,0.24,,
3944,10-01-2024 08:40,13.18,5.7,10284.1,0.3,,
3945,10-01-2024 08:45,13.5,6.8,10285.2,0.35,,
3946,10-01-2024 08:50,18.13,8.2,10286.6,0.43,,
3947,10-01-2024 08:55,12.1,9.4,10287.8,0.49,,
3948,10-01-2024 09:00,9.4,10.4,10288.8,0.54,,
3949,10-01-2024 09:05,8.58,11,10289.4,0.57,,
3950,10-01-2024 09:10,10.61,11.9,10290.3,0.62,,
3951,10-01-2024 09:15,11.77,12.9,10291.3,0.67,,
3952,10-01-2024 09:20,13.41,13.9,10292.3,0.72,,
3953,10-01-2024 09:25,14.52,15,10293.4,0.78,,
3954,10-01-2024 09:30,18.02,16.6,10295,0.86,,
3955,10-01-2024 09:35,14.71,17.9,10296.3,0.93,,
3956,10-01-2024 09:40,12.16,18.9,10297.3,0.98,,
3957,10-01-2024 09:45,10.66,19.8,10298.2,1.03,,
3958,10-01-2024 09:50,10.27,20.7,10299.1,1.08,,
3959,10-01-2024 09:55,11.81,21.7,10300.1,1.13,,
3960,10-01-2024 10:00,11.35,22.6,10301,1.18,,
3961,10-01-2024 10:05,13.06,23.7,10302.1,1.23,,
3962,10-01-2024 10:10,17.07,24.9,10303.3,1.3,,
3963,10-01-2024 10:15,44.28,26.5,10304.9,1.38,,
3964,10-01-2024 10:20,30.13,29.2,10307.6,1.52,,
3965,10-01-2024 10:25,32.2,32.9,10311.3,1.71,,
3966,10-01-2024 10:30,17.77,35.2,10313.6,1.83,,
3967,10-01-2024 10:35,39.52,37.1,10315.5,1.93,,
3968,10-01-2024 10:40,33.25,41,10319.4,2.14,,
3969,10-01-2024 10:45,21.24,43.2,10321.6,2.25,,
3970,10-01-2024 10:50,28.32,45.7,10324.1,2.38,,
3971,10-01-2024 10:55,25.11,47.5,10325.9,2.47,,
3972,10-01-2024 11:00,49.95,51.3,10329.7,2.67,,
3973,10-01-2024 11:05,24.5,55.2,10333.6,2.88,,
3974,10-01-2024 11:10,21.78,57,10335.4,2.97,,
3975,10-01-2024 11:15,46.57,59.7,10338.1,3.11,,
3976,10-01-2024 11:20,30.85,62.5,10340.9,3.26,,
3977,10-01-2024 11:25,27.13,65.3,10343.7,3.4,,
3978,10-01-2024 11:30,26.27,67.2,10345.6,3.5,,
3979,10-01-2024 11:35,24.75,69.7,10348.1,3.63,,
3980,10-01-2024 11:40,17.22,71.3,10349.7,3.71,,
3981,10-01-2024 11:45,16.85,72.7,10351.1,3.79,,
3982,10-01-2024 11:50,20.28,74.3,10352.7,3.87,,
3983,10-01-2024 11:55,22.3,76.3,10354.7,3.97,,
3984,10-01-2024 12:00,28.74,78.3,10356.7,4.08,,
3985,10-01-2024 12:05,23.53,80.6,10359,4.2,,
3986,10-01-2024 12:10,22.18,82.5,10360.9,4.3,,
3987,10-01-2024 12:15,19.4,84.2,10362.6,4.39,,
3988,10-01-2024 12:20,17.96,85.7,10364.1,4.46,,
3989,10-01-2024 12:25,16.95,87.2,10365.6,4.54,,
3990,10-01-2024 12:30,15.78,88.5,10366.9,4.61,,
3991,10-01-2024 12:35,12.32,89.7,10368.1,4.67,,
3992,10-01-2024 12:40,9.37,90.6,10369,4.72,,
3993,10-01-2024 12:45,7.15,91.3,10369.7,4.76,,
3994,10-01-2024 12:50,6.22,91.9,10370.3,4.79,,
3995,10-01-2024 12:55,6.17,92.5,10370.9,4.82,,
3996,10-01-2024 13:00,7,92.9,10371.3,4.84,,
3997,10-01-2024 13:05,3.69,93.5,10371.9,4.87,,
3998,10-01-2024 13:10,2.94,93.7,10372.1,4.88,,
3999,10-01-2024 13:15,6.26,94.1,10372.5,4.9,,
4000,10-01-2024 13:20,5.71,94.6,10373,4.93,,
4001,10-01-2024 13:25,5.92,95,10373.4,4.95,,
4002,10-01-2024 13:30,11.21,95.8,10374.2,4.99,,
4003,10-01-2024 13:35,11.87,96.7,10375.1,5.04,,
4004,10-01-2024 13:40,0,97.6,10376,5.08,,
4005,10-01-2024 13:45,12.93,98.2,10376.6,5.11,,
4006,10-01-2024 13:50,17.38,99.4,10377.8,5.18,,
4007,10-01-2024 13:55,16.69,100.9,10379.3,5.26,,
4008,10-01-2024 14:00,24.51,102.5,10380.9,5.34,,
4009,10-01-2024 14:05,22.77,104.5,10382.9,5.44,,
4010,10-01-2024 14:10,15.82,106.2,10384.6,5.53,,
4011,10-01-2024 14:15,12.81,107.4,10385.8,5.59,,
4012,10-01-2024 14:20,13.31,108.4,10386.8,5.65,,
